"persona_id","account_name","name","role","role_label","batch","experience","years_in_pool_world","tech_comfort","urgency","device","connection","accessibility_need","language","current_workflow","company_size","primary_goal","completed_first_value","wow_moment","time_to_value_seconds","ease_score","clarity_score","trust_score","usefulness_score","use_again_score","pain_points","positive_signals","simulated_feedback","evidence_type","persistence"
"DEMO-TEST-SL-COUNTER-481","DEMO TEST Counter / Distributor 481","Cameron Walker","counter","Counter / Distributor","5","2-5 years","5","2","2","desktop","good","hearing or speech","English/Spanish","manufacturer manuals","solo","reduce a wrong counter sale","true","true","85.1","73.6","69","72.6","82.4","81.7","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-482","DEMO TEST Counter / Distributor 482","Alex Miller","counter","Counter / Distributor","5","21+ years","23","5","2","Android","spotty","hearing or speech","English","manufacturer manuals","51+","compare possible part families","true","true","72.8","72.4","73.8","77.4","82.8","83.2","partsnap_online_dependency_during_counter_work","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-483","DEMO TEST Counter / Distributor 483","Drew Walker","counter","Counter / Distributor","5","2-5 years","4","4","2","Android","good","limited dexterity","Spanish-first","CRM plus manuals","51+","send a vendor packet","false","false","89.6","69.1","71.1","73.9","67.8","62.5","some_secondary_controls_are_smaller_than_primary_field_actions|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: some secondary controls are smaller than primary field actions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-484","DEMO TEST Counter / Distributor 484","Avery Garcia","counter","Counter / Distributor","5","11-20 years","20","1","4","Android","good","none","Spanish-first","texting a senior tech","6-20","identify a walk-in part","false","false","94.2","55.9","62.9","71.3","63.9","59.4","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-485","DEMO TEST Counter / Distributor 485","Taylor Walker","counter","Counter / Distributor","5","0-1 years","1","2","2","iPhone","offline-first","low vision","Spanish-first","memory and photos","6-20","send a vendor packet","false","false","96.1","45.7","65.5","78.1","62.3","60","partsnap_online_dependency_during_counter_work|dense_small_supporting_copy|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-486","DEMO TEST Counter / Distributor 486","Cameron Kim","counter","Counter / Distributor","5","0-1 years","0","4","2","Android","good","none","Spanish-first","manufacturer manuals","51+","compare possible part families","true","true","70.3","73.9","77","70.8","83.6","82.1","language_choice_not_part_of_first_use_role_step","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-487","DEMO TEST Counter / Distributor 487","Morgan Diaz","counter","Counter / Distributor","5","6-10 years","9","1","4","tablet or rugged device","spotty","screen reader","English","CRM plus manuals","solo","send a vendor packet","false","false","95.9","60.2","71","76.3","66","62","partsnap_online_dependency_during_counter_work|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: partsnap online dependency during counter work.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-488","DEMO TEST Counter / Distributor 488","Alex Walker","counter","Counter / Distributor","5","11-20 years","15","1","5","Android","good","limited dexterity","English","texting a senior tech","21-50","compare possible part families","false","false","92.1","62.5","72.3","69.1","66.7","60.6","some_secondary_controls_are_smaller_than_primary_field_actions|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: some secondary controls are smaller than primary field actions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-489","DEMO TEST Counter / Distributor 489","Jamie Reed","counter","Counter / Distributor","5","21+ years","21","2","5","iPhone","good","none","English/Spanish","CRM plus manuals","solo","send a vendor packet","true","true","86.9","68.5","72.7","77.4","81.9","82.6","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The partsnap result exposes missing proof, callback risk, and vendor packet made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-490","DEMO TEST Counter / Distributor 490","Alex Diaz","counter","Counter / Distributor","5","11-20 years","15","1","4","Android","good","limited dexterity","English","memory and photos","2-5","send a vendor packet","false","false","94.5","61.1","62.4","70.3","64.9","59.7","some_secondary_controls_are_smaller_than_primary_field_actions|value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: some secondary controls are smaller than primary field actions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-COUNTER-491","DEMO TEST Counter / Distributor 491","Cameron Patel","counter","Counter / Distributor","5","11-20 years","12","2","2","iPhone","good","hearing or speech","English","texting a senior tech","2-5","reduce a wrong counter sale","true","false","98.6","68.6","74.4","68.1","68.2","61.3","value_requires_too_many_first_session_decisions","missing proof and callback risk make the result safer than a confident guess","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
